0am Food Checkin,4am Food Checkin,8am Food Checkin,12pm Food Checkin,4pm Food Checkin,8pm Food Checkin,0am Food Truck Checkin,4am Food Truck Checkin,8am Food Truck Checkin,12pm Food Truck Checkin,4pm Food Truck Checkin,8pm Food Truck Checkin,0am No Food Checkin,4am No Food Checkin,8am No Food Checkin,12pm No Food Checkin,4pm No Food Checkin,8pm No Food Checkin,Cater,Credit Card,Delivery,Drive-thru,Food Review,Food Truck Num,Food Truck Review,Food: 1 Price,Food: 2 Price,Food: 3 Price,Food: 4 Price ,Food: 1 Star,Food: 2 Star,Food: 3 Star,Food: 4 Star,Food: 5 Star,Good for Groups,Good for Kids,No Food Review,No Food: 1 Price,No Food: 2 Price,No Food: 3 Price,No Food: 4 Price,No Food: 1 Star,No Food: 2 Star,No Food: 3 Star,No Food: 4 Star,No Food: 5 Star,Noise: Average,Noise: Loud,Noise: Quiet,Outdoor Seating,Parking: Garage,Parking: Lot,Parking: Street,Parking: Valet,Parking: Validated,Reservation,Takeout,Waiter Service,Wi-Fi
10,13,390,844,1249,270,0,1,107,184,14,6,25,63,430,714,951,268,6,28,2,2,1340,3,110,22,10,0,0,0,3,7,18,4,27,3,1063,17,21,1,0,4,2,13,38,46,18,1,5,21,1,16,10,0,0,0,31,16,24
9,12,391,853,1236,272,0,1,107,184,14,6,23,63,421,686,1000,282,5,28,2,2,1333,3,110,23,9,0,0,0,3,7,18,4,27,3,1070,17,23,1,0,4,3,14,34,47,18,1,5,21,1,16,9,0,0,0,31,15,24
28,63,559,426,289,160,1,2,72,144,69,15,22,81,561,882,769,280,7,16,4,5,568,3,104,9,8,0,0,0,2,6,8,1,12,2,646,5,17,0,0,2,6,20,18,10,11,2,3,8,0,9,0,0,0,0,17,10,15
80,157,1464,1941,2574,794,0,0,2,16,10,4,74,346,1191,1787,1641,255,13,43,4,4,1976,1,9,24,18,0,0,0,1,9,30,3,41,5,926,24,21,7,0,0,7,27,38,17,28,1,7,14,0,28,0,0,0,0,40,23,32
55,231,1158,2271,3079,742,2,15,114,157,76,13,49,241,890,1214,959,244,25,52,8,5,2501,4,99,28,22,0,0,1,1,21,26,4,47,3,784,6,36,8,0,0,7,23,35,27,34,3,8,33,0,34,0,0,0,0,52,24,40
7,28,257,367,496,115,1,0,45,38,26,6,5,149,449,344,312,50,3,13,2,1,328,1,12,7,7,0,0,0,3,3,7,2,9,0,199,6,12,0,1,0,3,7,10,12,8,0,2,7,0,6,0,0,0,0,12,5,9
9,20,179,277,365,106,1,0,45,38,26,6,12,103,180,149,167,38,2,8,1,0,272,1,12,3,5,0,0,0,0,1,6,1,7,0,133,5,2,0,0,0,4,3,4,11,8,0,0,5,0,6,0,0,0,0,8,5,6
39,141,894,1472,3007,780,0,1,62,89,28,11,15,83,701,1267,1083,358,16,44,2,3,1339,2,42,15,30,1,0,0,3,22,20,3,40,1,596,11,20,6,0,0,12,15,29,19,29,4,6,22,0,31,1,0,0,0,44,28,33
41,230,1050,2008,2691,624,2,15,114,157,76,13,40,220,752,1031,784,198,20,40,5,4,2160,4,99,22,18,0,0,1,1,14,21,4,37,3,639,6,31,8,0,0,4,22,29,26,27,3,4,26,0,29,0,0,0,0,41,20,32
55,231,1154,2267,3071,741,2,15,114,157,76,13,49,242,893,1217,960,244,24,51,8,5,2495,4,99,27,22,0,0,1,1,20,26,4,46,3,785,6,36,8,0,0,7,23,34,27,34,3,7,32,0,34,0,0,0,0,51,24,40
77,138,1166,1352,2066,577,0,5,185,354,1,1,31,282,812,1115,880,140,15,38,7,4,1515,1,59,18,19,1,0,0,2,9,24,3,36,2,735,18,24,5,1,2,8,24,28,25,21,3,7,14,0,23,0,0,0,0,35,18,30
5,12,189,250,375,90,0,0,19,25,30,4,26,409,708,743,555,148,3,11,2,1,241,1,21,3,8,0,0,0,1,4,6,1,11,0,143,4,11,1,0,0,3,7,9,4,9,1,0,4,0,7,0,0,0,0,11,5,6
77,138,1133,1309,1996,572,0,5,185,354,1,1,31,282,812,1115,880,140,14,36,7,3,1477,1,59,17,19,0,0,0,2,8,23,3,34,2,735,18,24,5,1,2,8,24,28,25,20,3,6,13,0,22,0,0,0,0,33,18,29
0,0,0,0,0,0,0,0,4,1,3,0,0,4,5,3,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,1,12,121,48,21,39,4,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,56,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
175,14,138,332,760,208,0,0,0,0,0,0,73,259,731,833,726,147,3,11,2,2,407,1,5,8,3,0,0,0,2,4,5,0,7,1,543,5,11,1,0,1,1,6,23,32,2,0,3,2,0,4,0,0,0,0,10,2,4
6,170,1432,1098,1703,404,0,0,2,14,5,0,12,59,282,341,364,89,9,23,2,2,1786,3,26,17,8,0,0,0,1,5,15,6,20,3,435,8,8,1,1,1,5,9,23,23,14,1,8,12,0,18,1,0,0,0,25,11,22
100,318,3744,5824,8917,2744,0,14,265,378,154,13,181,1019,4630,6176,6141,1639,27,64,4,6,6425,7,207,26,32,5,1,0,2,15,43,7,54,3,3561,20,61,27,3,2,11,30,86,86,39,4,18,39,11,40,2,8,7,0,58,41,52
400,760,7696,9877,14605,5988,12,107,1177,588,629,76,398,1477,4399,4811,5186,2816,44,101,19,5,11908,12,690,51,49,2,0,0,7,25,61,13,86,13,4491,33,49,8,0,2,7,23,59,109,80,4,9,73,9,56,27,2,1,0,99,55,84
1078,749,7722,10654,18900,10235,6,142,1580,1008,703,112,614,2143,6934,8653,14671,5330,46,127,22,2,15076,23,1088,53,75,4,0,0,6,37,79,15,110,12,7006,42,64,18,2,13,17,46,98,148,82,19,12,93,35,26,62,11,12,0,113,82,107
44,117,1303,2036,3338,791,0,32,429,382,256,18,127,644,2575,4378,3972,615,20,40,2,5,2295,4,261,20,18,1,0,0,3,14,21,3,36,3,1947,15,57,14,4,2,10,28,69,49,30,2,4,24,0,31,0,0,0,0,39,21,33
2,16,269,254,144,13,0,0,0,0,0,0,9,80,144,131,171,49,4,5,3,0,201,0,0,4,1,0,0,0,0,1,2,2,5,0,279,0,8,2,0,1,0,8,9,18,3,0,2,3,0,4,0,0,0,0,5,2,4
1089,781,7877,11334,20258,10642,13,207,1746,1106,703,100,543,2462,7912,9673,15485,5153,50,132,23,5,15798,24,1155,53,79,4,0,0,8,36,82,15,114,13,7549,41,73,18,0,15,16,50,108,166,83,18,15,96,36,33,61,11,12,0,116,81,111
200,913,3835,4603,8370,3273,0,0,86,131,28,2,91,1048,1797,1630,3176,739,17,39,6,3,5928,2,101,18,19,1,0,0,2,5,21,11,34,11,1757,13,29,8,1,1,1,13,36,67,28,2,5,20,0,34,2,6,0,0,37,18,33
0,48,276,216,154,27,0,4,27,28,28,3,10,149,337,337,323,83,5,11,3,0,297,2,75,11,0,0,1,0,2,3,5,2,9,2,221,3,10,0,1,1,1,4,13,9,8,1,2,3,0,5,0,0,0,0,10,3,7
922,565,6492,9132,16514,8842,6,142,1568,999,682,104,458,1886,6155,7744,13476,4305,40,116,19,1,13206,22,1053,50,66,4,0,0,6,33,71,14,101,10,5903,28,56,14,2,12,16,40,90,121,71,19,12,84,35,18,55,11,12,0,101,73,95
176,1000,5250,6499,12239,4202,0,64,282,172,29,2,90,1594,2403,1967,4033,835,26,50,8,2,7975,3,139,17,30,3,0,0,1,4,34,12,45,12,2056,15,30,13,3,1,1,15,46,62,38,2,7,33,0,42,3,10,0,0,47,27,43
343,700,5456,8512,13894,5875,4,13,281,240,88,23,397,1618,3372,4767,5110,2397,22,53,6,3,9446,7,284,24,29,1,0,0,1,10,34,10,47,11,4452,31,67,16,4,2,4,29,77,96,37,7,6,39,0,41,6,10,0,0,52,31,46
29,24,456,480,829,275,0,0,36,45,12,1,28,417,1193,1109,901,228,10,31,5,1,838,3,56,21,9,1,0,1,3,6,19,3,23,4,957,20,15,2,1,2,2,21,32,45,19,1,3,8,0,18,0,0,0,0,30,17,21
61,67,1489,2638,4459,1275,0,19,107,117,53,7,46,238,1070,1361,1132,426,11,46,4,7,2481,4,60,22,20,0,0,0,0,19,25,3,40,6,1069,12,35,5,1,3,12,33,27,32,31,3,2,15,0,28,1,0,0,0,42,19,27
12,31,479,487,166,20,0,0,2,2,0,0,6,46,65,52,40,15,4,9,3,1,380,1,4,7,1,0,0,0,0,3,3,3,7,0,362,2,4,0,0,1,3,4,8,15,6,0,1,3,0,7,2,0,0,0,8,4,7
23,24,754,1088,1283,216,0,0,0,0,0,0,11,92,686,856,427,84,7,24,4,5,1288,1,12,20,3,1,0,0,1,10,11,4,20,1,479,10,8,1,0,1,5,9,16,15,16,0,6,6,0,15,0,0,0,0,23,7,18
1072,743,7580,10538,18644,10094,6,142,1580,1008,703,112,606,2128,6893,8623,14641,5329,46,125,23,2,14847,23,1088,52,74,4,0,0,6,37,80,12,109,11,6959,44,64,17,2,13,16,48,95,148,80,19,12,92,35,24,60,11,12,0,111,81,104
6,6,94,266,569,137,0,0,0,0,0,0,4,76,238,327,134,33,4,14,4,0,431,1,12,9,3,0,0,0,3,3,6,2,11,2,321,6,10,0,2,2,1,2,18,17,7,1,4,4,0,8,0,0,0,0,13,9,11
1,7,44,86,121,30,0,19,23,36,1,0,2,275,334,215,179,58,1,9,5,2,154,3,16,6,2,0,0,0,0,2,8,0,7,0,407,6,3,1,0,2,3,11,13,22,2,0,5,1,0,5,0,0,0,0,9,3,4
5,40,134,99,83,23,0,0,0,0,0,0,7,18,164,187,132,25,1,13,1,2,177,2,20,9,4,0,0,0,3,6,5,0,10,1,253,5,5,0,0,1,3,9,11,11,7,1,2,3,0,4,0,0,0,0,13,7,7
13,50,187,176,205,46,0,0,0,0,0,0,49,359,582,675,612,185,2,15,1,0,207,0,0,4,10,0,0,0,7,4,5,2,7,0,709,4,5,0,0,5,9,8,8,10,8,1,3,0,1,3,0,0,0,0,13,8,10
0,1,27,18,7,2,0,0,5,9,0,1,5,20,60,41,30,12,1,1,1,0,8,2,19,1,0,0,0,0,0,1,0,1,1,0,41,3,1,0,0,0,1,2,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0
174,287,4073,6905,11646,3811,0,10,163,222,87,3,142,1246,5544,7034,7053,1683,26,64,4,3,8301,6,143,18,35,7,3,0,2,10,48,6,58,2,3982,18,63,33,5,4,11,32,79,84,41,4,15,45,12,41,2,11,7,0,55,46,50
28,20,417,547,874,282,0,0,36,45,12,1,22,362,1050,996,919,244,11,32,5,1,918,3,56,22,10,0,0,1,4,6,19,3,24,4,833,22,15,2,1,3,1,14,32,35,21,1,3,9,0,19,0,0,0,0,31,17,23
99,73,1199,1983,3125,1084,0,0,43,129,57,22,28,1002,1411,2078,1971,590,13,28,2,1,1623,1,46,14,14,0,0,0,0,10,17,1,27,0,837,7,26,9,0,1,5,13,21,28,19,3,4,19,0,21,1,0,0,0,28,11,24
110,315,4195,7218,11233,3435,0,99,473,383,168,18,202,1264,6000,7867,7893,2027,32,68,4,5,7360,8,228,29,33,4,2,0,2,13,48,8,63,4,4412,20,73,33,5,4,9,41,83,88,43,4,18,44,11,44,2,8,7,0,62,43,53
0,0,0,0,0,0,0,0,0,0,0,0,9,258,417,218,472,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,30,599,921,1533,387,0,1,36,73,34,8,7,306,737,791,669,134,6,21,4,3,1302,2,33,9,13,0,0,0,1,8,12,1,17,2,817,10,21,5,2,0,4,14,27,39,13,1,4,8,0,12,0,0,0,0,21,10,15
23,49,407,513,793,199,0,0,72,97,22,0,1,14,73,95,111,11,5,16,2,2,649,2,74,12,5,0,0,0,2,4,11,0,15,1,309,10,6,1,1,0,2,4,9,21,7,0,7,4,0,10,0,0,0,0,15,8,13
44,117,1303,2036,3338,791,0,32,429,382,256,18,124,776,2327,3971,3410,559,20,40,2,5,2295,4,261,20,18,1,0,0,3,14,21,3,36,3,1749,15,53,13,3,1,9,27,65,43,30,2,4,24,0,31,0,0,0,0,39,21,33
199,1061,5722,6725,11542,4138,0,64,267,157,4,0,16,1247,2191,1991,2954,299,22,43,5,3,6920,3,103,22,22,0,0,0,0,4,32,8,38,11,1480,15,29,7,2,1,3,17,38,49,32,2,7,27,0,37,2,8,0,0,43,20,37
287,700,5392,8286,13239,5424,4,13,281,240,88,23,354,1637,3371,4748,4927,2239,22,50,6,3,9025,7,284,23,27,1,0,0,1,9,32,10,44,11,4336,29,64,15,4,2,4,29,74,91,35,7,5,37,0,39,5,9,0,0,49,28,43
29,39,894,1368,2251,639,0,19,23,36,1,0,28,307,701,815,719,285,7,26,5,4,1277,3,16,10,14,0,0,0,0,12,15,0,23,5,781,9,22,1,1,3,7,22,23,28,16,2,3,10,0,20,0,0,0,0,25,16,18
30,2,262,563,721,264,0,27,43,7,1,0,38,63,184,248,406,199,4,14,2,3,844,1,13,9,5,0,0,0,0,4,8,2,11,1,277,6,13,0,0,0,1,7,13,12,5,0,7,4,0,11,0,0,0,0,14,8,9
1072,747,7602,10552,18649,10094,6,142,1580,1008,703,112,612,2143,6905,8641,14659,5332,46,126,23,2,14868,23,1088,53,74,4,0,0,6,37,80,13,110,11,6991,45,64,18,2,13,17,48,97,149,80,19,13,92,35,25,61,11,12,0,112,81,105
14,26,326,529,629,155,0,0,28,79,23,4,43,335,824,1086,795,215,7,20,4,3,599,2,41,14,6,0,0,0,2,8,7,5,15,1,622,12,8,1,0,1,2,15,22,28,11,0,4,5,1,8,0,0,0,0,20,8,11
1078,749,7722,10654,18900,10235,6,142,1580,1008,703,112,614,2143,6934,8653,14671,5330,46,127,22,2,15076,23,1088,53,75,4,0,0,6,37,79,15,110,12,7006,42,64,18,2,13,17,46,98,148,82,19,12,93,35,26,62,11,12,0,113,82,107
28,35,554,1068,1029,248,0,7,79,125,86,12,57,192,306,305,322,161,7,23,0,0,1361,1,125,16,8,0,0,0,0,2,19,4,20,6,454,3,5,1,0,0,2,10,10,16,13,2,4,6,0,17,3,0,0,0,21,13,19
31,59,506,758,828,201,0,2,18,13,1,0,95,421,959,1244,1153,472,11,26,6,3,739,1,15,17,10,0,0,0,0,13,13,2,25,1,804,9,11,1,0,1,6,16,14,14,13,2,9,8,1,21,1,0,0,0,28,12,16
26,39,464,866,2078,533,0,21,64,21,2,0,30,355,673,760,665,158,8,21,4,3,1253,1,14,16,7,0,0,0,3,6,13,1,21,3,516,13,14,0,0,1,4,16,15,14,14,0,4,5,0,13,0,0,0,0,23,10,15
15,42,272,408,749,211,0,21,64,21,2,0,23,325,602,764,608,141,9,22,5,4,632,1,14,15,7,0,0,0,3,5,15,0,21,2,445,12,12,0,0,1,3,13,14,13,12,0,7,2,0,15,0,0,0,0,23,11,15
1071,742,7448,10322,18266,10043,6,142,1583,1013,704,112,607,2015,6847,8577,14619,5326,45,124,23,2,14538,24,1098,52,73,4,0,0,6,36,80,12,109,10,6971,44,64,17,2,13,17,48,95,149,79,19,12,92,35,23,60,11,12,0,110,80,103
19,11,283,526,672,255,0,0,122,138,65,9,33,67,374,494,546,249,2,21,0,1,528,2,137,11,10,0,0,0,1,8,10,3,17,0,528,10,21,2,0,0,6,13,17,19,11,2,2,4,0,8,1,0,0,0,15,6,12
34,112,678,468,707,297,2,26,21,9,4,0,24,104,471,578,610,195,3,13,1,1,678,1,21,7,6,0,0,0,1,4,6,2,12,1,423,12,7,1,0,1,2,5,15,19,7,0,4,4,0,9,0,0,0,0,13,8,9
85,151,1700,2860,5210,1555,0,0,8,9,4,4,64,419,2212,3278,3102,792,17,38,4,1,2995,1,10,10,22,6,0,0,0,6,30,2,36,5,1535,7,35,13,0,0,4,19,37,26,29,4,3,32,1,25,5,6,0,0,32,25,30
113,155,3085,4398,7242,2892,4,1,168,173,71,21,255,1292,2612,3744,3692,1611,10,31,2,2,4889,5,140,14,16,0,0,0,2,7,18,5,27,7,3025,23,45,12,3,1,3,24,58,58,21,3,3,18,0,22,3,5,0,0,31,17,23
47,118,1496,2528,4392,1014,0,36,510,461,296,21,132,727,3016,4929,4483,691,26,49,5,5,2955,5,299,23,24,1,0,0,3,17,26,4,45,6,2220,19,65,16,4,2,11,32,75,57,38,2,5,32,0,36,0,0,0,0,48,26,40
22,34,677,1164,1844,627,0,1,67,112,59,1,84,120,597,781,755,520,5,17,1,1,2284,1,147,14,5,0,0,0,3,1,9,6,15,3,894,14,17,1,0,0,5,8,24,32,11,1,3,5,0,12,2,0,0,0,18,8,15
1,1,25,117,237,102,0,74,98,23,2,2,0,29,107,171,107,20,1,1,0,0,94,1,22,0,1,0,0,0,0,1,0,0,1,1,131,4,2,3,0,0,1,2,6,4,0,0,0,0,0,1,0,0,0,0,1,1,1
32,60,555,778,933,225,0,2,18,13,1,0,95,423,1010,1269,1170,472,10,24,6,3,823,1,15,14,10,1,0,0,0,12,13,1,23,1,799,8,11,2,0,1,5,16,15,13,13,2,8,8,1,20,1,0,0,0,26,12,16
212,283,2806,4442,6246,2609,12,73,278,248,118,23,221,708,2027,2081,2319,1282,16,48,5,5,5202,6,269,26,22,0,0,0,1,11,25,12,40,7,2321,21,21,6,0,2,5,15,29,64,34,1,6,26,1,32,10,0,0,0,45,27,39
186,263,3350,5260,6698,1854,0,90,434,328,158,17,172,1545,5358,6453,6110,1179,30,51,5,3,5145,6,205,23,25,3,0,0,1,4,41,5,46,10,3472,24,60,16,3,4,14,42,62,71,39,3,9,34,1,43,0,1,1,0,50,27,44
43,103,1298,2028,3332,791,0,32,429,382,256,18,124,777,2314,3945,3417,559,20,39,2,4,2290,4,261,19,18,1,0,0,3,14,20,3,35,3,1716,15,53,13,3,1,8,28,62,42,30,2,4,24,0,31,0,0,0,0,38,21,33
22,68,1337,1673,2124,584,0,185,271,32,2,1,230,535,2267,3321,3001,515,12,25,2,3,1584,1,112,17,9,1,0,0,3,7,16,1,22,1,1269,9,20,4,2,1,3,17,26,31,14,2,5,14,0,16,0,0,0,0,25,11,18
1072,743,7609,10559,18644,10094,6,142,1583,1013,704,112,607,2015,6847,8579,14621,5326,47,126,23,2,14872,24,1098,53,74,4,0,0,6,37,81,12,110,11,6972,44,64,18,2,13,17,48,94,150,81,19,12,93,35,25,60,11,12,0,112,81,105
0,5,39,78,134,24,0,0,1,3,0,0,0,3,19,48,32,3,3,5,3,0,152,1,5,4,1,0,0,0,0,0,5,0,4,0,52,1,3,0,0,0,2,3,2,2,1,0,3,0,0,3,0,0,0,0,5,2,3
22,100,690,949,1012,230,0,0,8,8,8,2,50,251,764,1133,856,253,10,19,2,4,574,1,9,12,7,0,0,0,0,8,7,5,17,2,358,4,10,1,0,0,1,13,12,6,17,0,2,9,0,10,0,0,0,0,19,8,19
84,81,471,539,946,393,0,0,0,0,0,0,27,94,300,442,445,228,8,23,2,3,755,1,12,13,9,1,0,0,0,9,13,2,19,0,570,10,9,1,0,0,7,8,24,14,12,2,5,6,0,15,0,0,0,0,22,12,16
12,45,861,1091,1194,96,0,0,0,0,0,0,22,118,541,718,632,243,4,21,1,3,957,2,20,18,3,0,0,0,1,9,12,1,21,4,382,10,9,2,0,0,5,7,18,18,8,1,8,7,0,10,0,0,0,0,21,7,14
185,169,3777,6712,11622,4524,1,13,254,234,86,16,92,972,2211,3598,3344,1355,19,46,8,3,7467,6,258,19,27,1,0,0,0,8,33,6,40,11,3339,23,46,14,3,1,5,19,56,82,33,4,7,31,0,36,5,9,1,0,45,29,39
103,417,5316,6872,8588,2433,11,68,226,164,54,9,187,1057,3094,3503,3390,1290,41,78,15,5,7648,4,113,50,26,2,0,0,4,16,53,8,68,14,3148,17,51,4,0,3,7,25,57,65,63,1,7,46,1,62,4,1,0,0,77,34,63
278,659,5185,8426,13301,5655,1,13,254,234,86,16,141,1168,2639,3881,3856,1720,21,53,8,4,8950,6,258,22,31,1,0,0,2,9,35,8,45,8,3547,21,48,14,4,1,5,26,59,75,38,6,6,39,0,39,6,10,0,0,51,30,45
10,27,403,952,2221,477,0,87,198,151,62,10,165,497,1462,1926,2197,451,11,19,3,3,1184,3,71,7,12,0,0,0,0,6,12,1,19,3,1166,8,18,4,2,1,4,16,23,31,14,1,3,14,0,12,0,0,0,0,19,10,15
202,1153,5923,6915,12572,4458,0,64,282,172,29,2,90,1270,2218,2098,3827,811,21,47,6,3,7545,4,142,22,24,1,0,0,1,3,34,10,40,11,1850,17,28,8,2,1,3,17,40,57,32,2,9,28,0,39,2,9,0,0,46,23,40
29,24,456,480,829,275,0,0,36,45,12,1,22,465,1274,1013,949,221,10,31,5,1,838,3,56,21,9,1,0,1,3,6,19,3,23,4,932,20,14,2,0,1,2,21,31,43,19,1,3,8,0,18,0,0,0,0,30,17,21
19,18,441,758,588,176,0,0,50,41,14,5,1,328,519,526,545,170,2,15,2,0,416,1,15,6,8,0,0,0,1,5,8,1,13,0,289,9,8,1,0,0,2,10,12,8,5,2,3,8,0,6,0,0,0,0,14,6,11
209,114,2199,2734,5461,1988,0,0,33,45,11,0,135,944,2097,2057,1843,715,10,29,6,2,3015,1,59,7,22,0,0,0,0,3,22,4,22,6,1561,12,25,2,2,0,2,8,26,38,20,0,5,15,0,18,0,3,0,0,29,17,21
13,67,554,784,670,136,1,32,156,150,3,2,8,181,400,239,149,55,2,15,0,5,598,3,108,10,4,0,0,0,0,4,8,3,12,1,626,3,4,0,0,2,5,4,15,27,6,0,3,5,0,8,0,0,0,0,14,5,8
9,21,170,132,293,95,0,0,5,3,2,0,1,118,385,280,284,43,3,7,2,1,256,1,6,3,5,0,0,0,0,3,6,0,7,0,170,3,5,1,1,0,1,4,7,8,5,0,2,3,0,2,1,0,0,0,7,4,6
344,712,5570,8527,13519,5816,4,13,281,240,88,23,399,1614,3372,4833,5152,2419,22,54,7,3,9252,7,284,25,29,1,0,0,1,10,35,10,48,11,4493,33,68,18,4,2,5,32,78,94,38,7,6,39,0,42,6,10,0,0,53,31,47
28,32,811,1266,1284,347,3,8,187,205,119,37,66,169,332,294,384,218,6,23,0,1,1702,3,207,18,7,0,0,0,0,3,13,9,20,4,610,6,5,2,0,0,0,10,15,18,13,2,4,8,0,15,5,0,0,0,22,12,18
1,8,159,109,99,11,0,0,0,0,0,0,7,35,131,224,174,43,2,3,1,0,113,0,0,2,1,0,0,0,0,1,2,0,3,0,159,1,5,1,0,0,0,5,6,7,2,0,1,1,0,3,0,0,0,0,3,2,2
47,49,614,964,805,252,0,7,79,125,86,12,69,272,451,498,501,216,8,24,0,1,1288,1,125,18,7,0,0,0,1,2,19,3,22,5,500,4,6,1,0,0,2,9,10,16,15,2,3,5,0,19,2,0,0,0,22,14,20
321,499,5176,5514,9345,4756,0,40,944,467,569,57,305,970,3476,3716,3604,1847,29,64,10,3,7601,6,490,35,28,2,0,0,3,10,42,13,57,5,3216,28,33,4,1,1,2,15,43,71,50,3,7,40,2,38,20,2,1,0,62,35,52
13,872,1939,1945,2104,451,0,16,12,8,2,1,423,8360,12943,11942,13084,5962,3,53,0,1,1864,1,9,19,32,1,0,0,17,17,19,2,20,1,2271,4,6,1,1,3,7,11,13,12,28,12,2,1,8,2,0,0,0,0,46,21,42
74,33,287,588,827,138,0,0,41,98,36,8,55,119,753,875,662,140,10,21,2,4,694,3,64,12,9,0,0,0,1,10,8,3,19,0,573,11,15,3,0,0,5,20,22,23,10,0,6,7,1,7,0,0,0,0,21,8,14
28,20,417,547,874,282,0,0,36,45,12,1,22,362,1050,996,919,244,11,32,5,1,918,3,56,22,10,0,0,1,4,6,19,3,24,4,833,22,15,2,1,3,1,14,32,35,21,1,3,9,0,19,0,0,0,0,31,17,23
1071,709,7444,10260,18268,10054,6,142,1583,1013,704,112,603,1996,6810,8568,14610,5315,45,123,22,1,14456,24,1098,52,72,4,0,0,6,36,78,13,109,10,6939,41,65,18,2,12,17,48,95,150,78,19,12,90,35,23,60,11,12,0,109,81,102
85,255,2089,2473,3007,991,2,64,273,163,22,7,31,559,2161,2651,2664,346,15,39,5,6,1991,4,140,26,12,1,0,0,1,13,22,3,33,4,1171,16,26,4,0,0,6,25,30,30,22,2,9,16,0,28,0,2,0,0,38,10,27
44,117,1310,2053,3407,847,0,32,429,382,256,18,130,662,2779,4630,4252,663,20,40,3,5,2239,4,261,21,17,1,0,0,3,14,22,2,36,4,2034,17,57,15,4,2,10,31,69,48,30,2,5,26,0,31,0,0,0,0,40,21,33
0,29,235,156,341,89,0,6,83,91,50,1,10,30,80,114,215,56,3,3,2,0,271,2,23,1,2,0,0,0,0,0,3,0,3,0,244,1,2,0,1,0,0,2,5,16,2,0,1,2,0,2,0,0,0,0,3,2,3
16,161,821,865,776,164,1,32,156,150,3,2,15,284,480,305,224,95,4,15,0,7,637,3,108,10,5,0,0,0,0,4,10,1,14,1,592,6,2,1,0,2,5,9,15,20,7,0,5,5,0,9,0,0,0,0,15,6,11
67,29,291,616,946,172,0,0,41,98,36,8,31,324,652,959,978,167,11,21,3,3,776,2,61,13,8,0,0,0,0,8,12,1,19,0,486,9,14,3,0,0,3,17,20,13,9,1,6,10,0,11,0,0,0,0,20,8,14
32,84,1263,1888,2966,686,0,1,36,73,34,8,24,458,1009,1136,1146,279,12,31,5,4,2103,2,33,12,18,1,0,0,1,11,18,1,26,2,1111,12,32,4,3,0,8,17,40,39,24,1,2,11,0,21,0,0,0,0,30,17,26
19,24,321,445,710,145,0,0,0,0,0,0,3,39,221,228,184,48,7,13,2,1,587,0,0,12,2,0,0,0,1,2,10,2,11,1,300,3,8,0,0,2,0,5,14,19,5,0,8,1,0,8,0,0,0,0,14,6,11
109,363,2635,4134,6668,1685,0,43,153,165,77,4,27,379,1860,2493,2270,513,31,68,11,6,3724,2,76,32,33,4,0,0,2,19,47,2,63,6,1928,17,56,15,3,2,8,40,65,44,47,7,6,41,0,49,0,0,0,0,67,34,53
63,39,338,377,704,206,0,52,114,27,0,1,8,114,287,252,313,90,3,15,1,1,341,1,46,7,9,0,0,0,1,4,8,3,13,0,242,7,7,2,0,0,3,9,6,16,8,2,1,7,0,7,0,0,0,0,14,8,9
344,712,5590,8571,13595,5833,4,13,281,240,88,23,412,1677,3513,4985,5213,2365,23,54,7,3,9245,7,284,25,29,1,0,0,1,10,35,10,48,10,4560,32,69,18,4,2,5,32,78,96,38,7,6,40,0,42,6,10,0,0,53,31,47
202,317,2848,3744,5366,2275,2,64,273,163,22,7,75,1141,2737,3089,3600,613,21,46,5,5,3200,4,140,29,18,1,0,0,1,14,29,4,40,8,1482,21,25,6,0,1,6,26,37,38,29,3,10,23,0,37,0,2,0,0,46,16,33
25,182,1107,1092,1029,208,1,32,156,150,3,2,8,182,383,225,177,69,6,19,2,7,873,3,108,14,5,0,0,0,0,4,12,3,17,0,612,4,3,1,0,3,4,8,16,24,9,0,7,6,0,11,0,0,0,0,19,8,15
201,315,4307,5983,8471,3092,0,0,54,60,3,0,131,581,2002,2400,2503,941,29,69,14,7,7628,1,40,46,22,2,0,0,5,13,47,7,59,12,2451,25,45,6,1,2,8,33,59,55,56,1,7,34,1,48,6,2,0,0,69,32,53
12,7,669,1020,867,149,0,0,0,0,0,0,1,15,103,148,159,42,4,20,1,4,854,1,11,16,3,0,0,0,3,4,12,1,16,2,195,3,9,1,0,0,2,5,10,10,15,0,4,6,0,15,1,0,0,0,19,7,17
53,62,962,1241,1754,503,0,20,115,43,30,4,24,766,1926,2019,2338,557,12,29,4,5,1028,2,26,16,13,0,0,0,3,5,19,2,28,1,1045,10,31,6,0,0,8,18,28,24,15,5,7,15,0,19,0,0,0,0,29,12,23
